Name: , Address: 4a:7e:ca:b9:d7:4e, manufacturer data: 4c0010050318e40a5e
Name: , Address: 45:16:3b:b1:59:86, manufacturer data: 4c000c0e0044c5004752502a46f191ac8eb310054b1ce80a83
Name: , Address: 75:3e:ab:29:a1:e6, manufacturer data: 4c00100501989d87f0
Name: , Address: 57:3d:e8:85:18:94, manufacturer data: 4c001006131e415ab568, txPower: 12
Name: , Address: 54:4f:02:8b:db:17, manufacturer data: 4c0010053a1cd8f1a1, txPower: 7
Name: , Address: 7a:aa:b3:b0:b3:db, manufacturer data: 4c001005131c4ea68e
Name: , Address: 75:3e:ab:29:a1:e6, manufacturer data: 4c00100501989d87f0
Name: , Address: 7e:37:17:27:a5:05, manufacturer data: 4c001006031ea75890c1, txPower: 12
Name: , Address: 6f:a0:61:72:7e:a9, manufacturer data: 4c001005031c999d26
Name: , Address: c8:d0:83:c4:98:a0, manufacturer data: 4c00100501103a559b
Name: , Address: 4b:03:97:2c:ee:bf, manufacturer data: 4c001005031c0129c9
Name: test
Name: , Address: 7b:4c:3a:08:35:8b, manufacturer data: 4c001005031cc363d5
Name: , Address: 74:79:b7:d9:db:13, manufacturer data: 4c001005131c01a719
Name: , Address: 5e:16:80:d3:81:09, manufacturer data: 4c0010051318d857f2
Name: , Address: 57:3d:e8:85:18:94, manufacturer data: 4c001006131e415ab568, txPower: 12
Name: , Address: 53:d2:57:5e:85:4c, manufacturer data: 4c001005131c04d2e8
Name: , Address: 4e:8f:15:09:a9:61, manufacturer data: 4c0010050318a42c32
Name: , Address: 6e:57:2d:72:13:21, manufacturer data: 4c0010050a1870541a
Name: , Address: 76:c3:d9:62:ce:f1, manufacturer data: 4c001005131cd082af
Name: , Address: 44:84:be:70:21:be, manufacturer data: 4c001005511c0a3398, txPower: 12
Name: , Address: 63:38:e0:98:ba:a6, manufacturer data: 4c0010065b1e604431c3, txPower: 12
Name: , Address: 48:18:0e:c2:be:b6, manufacturer data: 4c001005131c6d93e7
Name: , Address: e6:db:47:19:27:a3, appearance: 56359, manufacturer data: 9e0416, serviceUUID: 00001828-0000-1000-8000-00805f9b34fb
Name: , Address: 44:27:90:4d:4b:90, manufacturer data: 4c001005331814ad68, txPower: 8
Name: , Address: 61:69:9a:3c:7d:88, manufacturer data: 4c0010051a1ca2da26
Name: , Address: 56:ca:9d:d1:45:7f, manufacturer data: 4c001005131c569d05, txPower: 12
Name: , Address: 04:52:c7:c0:8e:e9, manufacturer data: 1001400a0101b8c385655ae0, serviceUUID: 0000febe-0000-1000-8000-00805f9b34fb
Name: , Address: 7e:45:3a:af:38:a1, manufacturer data: 4c0010051a1c299410
Name: , Address: 59:71:c3:fb:af:70, manufacturer data: 4c00071901032000f78f000100762399888024055914a5ac244a140074
Name: , Address: 70:dc:06:12:df:9e, manufacturer data: 4c0010050318ba3cb0
Name: , Address: 51:40:a1:9a:f7:8f, manufacturer data: 4c0010062a1e8f5a025b, txPower: 7
Name: , Address: 43:6c:c1:f9:db:8c, manufacturer data: 4c0010063a1e85360fe1, txPower: 7
Name: , Address: 54:4f:02:8b:db:17, manufacturer data: 4c0010053a1cd8f1a1, txPower: 7
Name: , Address: 59:44:74:31:4f:21, manufacturer data: 4c001005071c466146
Name: , Address: 2c:41:a1:a2:44:3c, manufacturer data: 010a410086ffa53723, serviceUUID: 0000febe-0000-1000-8000-00805f9b34fb
Name: , Address: 60:45:12:76:98:96, manufacturer data: 4c001005031c7a4c58
Name: , Address: 46:cd:3a:3a:45:4e, manufacturer data: 4c001005031c55c4c0, txPower: 12
Name: , Address: 71:93:58:06:4f:89, manufacturer data: 4c001005031ce7c1af, txPower: 12
Name: , Address: 7e:8e:4f:64:f2:88, manufacturer data: 4c001005411ce2eae5, txPower: 12
Name: , Address: c0:00:00:01:d8:5c
Name: , Address: 43:89:a8:5f:fd:62, manufacturer data: 4c00100501980040ed, txPower: 24
Name: , Address: 71:93:58:06:4f:89, manufacturer data: 4c001005031ce7c1af, txPower: 12
Name: , Address: 7e:37:17:27:a5:05, manufacturer data: 4c001006031ea75890c1, txPower: 12
Name: , Address: e6:db:47:19:27:a3, appearance: 56359, manufacturer data: 9e0416, serviceUUID: 00001828-0000-1000-8000-00805f9b34fb
Name: , Address: 54:4f:02:8b:db:17, manufacturer data: 4c0010053a1cd8f1a1, txPower: 7
Name: , Address: 6e:57:2d:72:13:21, manufacturer data: 4c0010050a1870541a
Name: , Address: 63:38:e0:98:ba:a6, manufacturer data: 4c000c0e00f4e24d2e22229f9b65b486052510065b1e604431c3
Name: , Address: 44:27:90:4d:4b:90, manufacturer data: 4c001005331814ad68, txPower: 8
Name: , Address: 04:52:c7:c0:8e:e9, manufacturer data: 1001400a0101b8c385655ae0, serviceUUID: 0000febe-0000-1000-8000-00805f9b34fb
Name: test
Name: , Address: 7b:4c:3a:08:35:8b, manufacturer data: 4c001005031cc363d5
Name: , Address: 77:27:bf:9a:2c:fd, manufacturer data: 4c000c0e005ddf311a539ca74be67d888c9c10050b1caf9700
Name: , Address: 48:18:0e:c2:be:b6, manufacturer data: 4c001005131c6d93e7
Name: , Address: 4a:17:4f:2a:71:b3, manufacturer data: 4c00100501183afd02
Name: , Address: 43:6c:c1:f9:db:8c, manufacturer data: 4c0010063a1e85360fe1, txPower: 7
Name: , Address: 61:69:9a:3c:7d:88, manufacturer data: 4c0010051a1ca2da26
Name: , Address: 7e:45:3a:af:38:a1, manufacturer data: 4c0010051a1c299410
Name: , Address: 60:45:12:76:98:96, manufacturer data: 4c001005031c7a4c58
Name: , Address: 72:d1:79:d2:bf:a5, manufacturer data: 4c001005131c181a9f, txPower: 12
Name: , Address: 57:3d:e8:85:18:94, manufacturer data: 4c001006131e415ab568, txPower: 12
Name: , Address: 44:84:be:70:21:be, manufacturer data: 4c001005511c0a3398, txPower: 12
Name: , Address: 56:ca:9d:d1:45:7f, manufacturer data: 4c001005131c569d05, txPower: 12
Name: , Address: 59:71:c3:fb:af:70, manufacturer data: 4c00071901032000f78f000100762399888024055914a5ac244a140074
Name: , Address: 7a:aa:b3:b0:b3:db, manufacturer data: 4c001005131c4ea68e
Name: , Address: 77:0d:1e:5b:71:03, manufacturer data: 4c001005031ca806c4
Name: , Address: c8:d0:83:c4:98:a0, manufacturer data: 4c00100501103a559b
Name: , Address: 46:cd:3a:3a:45:4e, manufacturer data: 4c001005031c55c4c0, txPower: 12
Name: , Address: 6d:60:76:0c:9e:4b, manufacturer data: 4c0010051318621557
Name: , Address: 5e:16:80:d3:81:09, manufacturer data: 4c0010051318d857f2
Name: , Address: 4b:03:97:2c:ee:bf, manufacturer data: 4c001005031c0129c9
Name: , Address: 50:ec:58:30:79:3b, manufacturer data: 4c001005111ce522da
Name: , Address: 76:c3:d9:62:ce:f1, manufacturer data: 4c001005131cd082af
Name: , Address: 7f:45:0e:95:16:cb, manufacturer data: 4c0010061a1e7de0a243, txPower: 12
Name: , Address: 62:94:51:97:c3:fa, manufacturer data: 4c00100503180de6ca, txPower: 12
Name: , Address: 59:44:74:31:4f:21, manufacturer data: 4c001005071c466146
Name: , Address: e6:db:47:19:27:a3
Name: , Address: 60:45:12:76:98:96, manufacturer data: 4c001005031c7a4c58
Name: , Address: 44:27:90:4d:4b:90, manufacturer data: 4c001005331814ad68, txPower: 8
Name: , Address: 7e:37:17:27:a5:05, manufacturer data: 4c001006031ea75890c1, txPower: 12
Name: , Address: 50:ec:58:30:79:3b, manufacturer data: 4c001005111ce522da
Name: , Address: 7b:4c:3a:08:35:8b, manufacturer data: 4c001005031cc363d5
Name: , Address: 48:18:0e:c2:be:b6, manufacturer data: 4c001005131c6d93e7
Name: , Address: 51:ea:54:9d:e6:70, manufacturer data: 4c00100513180d5f23
Name: test
Name: , Address: 7f:45:0e:95:16:cb, manufacturer data: 4c0010061a1e7de0a243, txPower: 12
Name: , Address: 61:69:9a:3c:7d:88, manufacturer data: 4c0010051a1ca2da26
Name: , Address: 63:38:e0:98:ba:a6, manufacturer data: 4c000c0e00f4e24d2e22229f9b65b486052510065b1e604431c3
Name: , Address: 74:79:b7:d9:db:13, manufacturer data: 4c001005131c01a719
Name: , Address: 04:52:c7:c0:8e:e9, manufacturer data: 1001400a0101b8c385655ae0, serviceUUID: 0000febe-0000-1000-8000-00805f9b34fb
Name: , Address: 75:59:72:51:b7:fa, manufacturer data: 4c001005511cd05016, txPower: 12
Name: , Address: 4a:17:4f:2a:71:b3, manufacturer data: 4c00100501183afd02
Name: , Address: 5e:16:80:d3:81:09, manufacturer data: 4c0010051318d857f2
Name: , Address: 46:cd:3a:3a:45:4e, manufacturer data: 4c001005031c55c4c0, txPower: 12
Name: , Address: 76:c3:d9:62:ce:f1, manufacturer data: 4c001005131cd082af
Name: , Address: 44:84:be:70:21:be, manufacturer data: 4c00100551180a3398, txPower: 12
Name: , Address: 56:ca:9d:d1:45:7f, manufacturer data: 4c001005131c569d05, txPower: 12
Name: , Address: 7f:db:54:2e:22:86, manufacturer data: 4c0010051318044905
Name: , Address: 43:6c:c1:f9:db:8c, manufacturer data: 4c0010063a1e85360fe1, txPower: 7
Name: , Address: 7e:45:3a:af:38:a1, manufacturer data: 4c0010051a1c299410
Name: , Address: 5a:2b:d9:28:17:20, manufacturer data: 4c0010064b1e6462b452, txPower: 12
Name: , Address: 6e:57:2d:72:13:21, manufacturer data: 4c0010050a1870541a
Name: , Address: 57:3d:e8:85:18:94, manufacturer data: 4c001006131e415ab568, txPower: 12
Name: , Address: e3:77:8f:b8:15:e3, manufacturer data: 4c00121900a5ea2b247754dc9c005edf296e65b627817771f757d00200
Name: , Address: 61:12:5e:1c:6d:3d, manufacturer data: 4c001005131859b756
Name: , Address: 4e:fd:47:54:8a:91, manufacturer data: 4c001005111842e170
Name: , Address: 77:0d:1e:5b:71:03, manufacturer data: 4c001005031ca806c4
Name: , Address: 62:94:51:97:c3:fa, manufacturer data: 4c00100503180de6ca, txPower: 12
Name: , Address: df:50:b9:16:94:4c, serviceUUID: 0000feed-0000-1000-8000-00805f9b34fb
Name: , Address: c8:d0:83:c4:98:a0, manufacturer data: 4c00100501103a559b
Name: , Address: 72:d1:79:d2:bf:a5, manufacturer data: 4c001005571c181a9f, txPower: 12
Name: , Address: 45:31:a4:a7:93:d7, manufacturer data: 4c0010050198236eee, txPower: 24
Name: , Address: 6d:60:76:0c:9e:4b, manufacturer data: 4c0010051318621557
Name: , Address: 77:0d:1e:5b:71:03, manufacturer data: 4c001005031ca806c4
Name: , Address: 7f:45:0e:95:16:cb, manufacturer data: 4c0010061a1e7de0a243, txPower: 12
Name: test
Name: , Address: 7e:45:3a:af:38:a1, manufacturer data: 4c0010051a1c299410
Name: , Address: 63:38:e0:98:ba:a6, manufacturer data: 4c000c0e00f5e285347d41ae5de3e837692710065b1e604431c3
Name: , Address: 58:a7:87:59:ad:69, manufacturer data: 4c001005571cd6da1c, txPower: 12
Name: , Address: 74:79:b7:d9:db:13, manufacturer data: 4c001005131c01a719
Name: , Address: 7e:37:17:27:a5:05, manufacturer data: 4c001006031ea75890c1, txPower: 12
Name: , Address: 5a:2b:d9:28:17:20, manufacturer data: 4c0010064b1e6462b452, txPower: 12
Name: , Address: 62:94:51:97:c3:fa, manufacturer data: 4c00100503180de6ca, txPower: 12
Name: , Address: 76:c3:d9:62:ce:f1, manufacturer data: 4c001005131cd082af
Name: , Address: 44:84:be:70:21:be, manufacturer data: 4c00100511180a3398, txPower: 12
Name: , Address: 5e:16:80:d3:81:09, manufacturer data: 4c0010051318d857f2
Name: , Address: 7b:4c:3a:08:35:8b, manufacturer data: 4c001005031cc363d5
Name: , Address: 57:3d:e8:85:18:94, manufacturer data: 4c001006131e415ab56c, txPower: 12
Name: , Address: 51:ea:54:9d:e6:70, manufacturer data: 4c00100513180d5f23
Name: , Address: 61:69:9a:3c:7d:88, manufacturer data: 4c0010051a1ca2da26
Name: , Address: 48:18:0e:c2:be:b6, manufacturer data: 4c001005131c6d93e7
Name: , Address: 56:ca:9d:d1:45:7f, manufacturer data: 4c001005131c569d05, txPower: 12
Name: , Address: 61:12:5e:1c:6d:3d, manufacturer data: 4c001005131859b756
Name: , Address: 6d:60:76:0c:9e:4b, manufacturer data: 4c0010051318621557
Name: , Address: 40:45:07:7a:83:c9, manufacturer data: 4c00100513188065c1
Name: , Address: 60:45:12:76:98:96, manufacturer data: 4c001005031c7a4c58
Name: , Address: 04:52:c7:c0:8e:e9, manufacturer data: 1001400a0101b8c385655ae0, serviceUUID: 0000febe-0000-1000-8000-00805f9b34fb
Name: , Address: 45:31:a4:a7:93:d7, manufacturer data: 4c0010050198236eee, txPower: 24
Name: , Address: 4e:fd:47:54:8a:91, manufacturer data: 4c001005111842e170
Name: , Address: 75:cc:f1:ed:d5:b7, manufacturer data: 4c0010062a1ecfcca24f, txPower: 7
Name: , Address: 43:89:a8:5f:fd:62, manufacturer data: 4c00100501980040ed, txPower: 24
Name: , Address: 59:44:74:31:4f:21, manufacturer data: 4c0010050b1c466146
Name: , Address: 2c:41:a1:a2:42:e0, manufacturer data: 010b0100921a6f7946, serviceUUID: 0000febe-0000-1000-8000-00805f9b34fb
Name: , Address: 2c:41:a1:a2:44:3c, manufacturer data: 010a410086ffa53723, serviceUUID: 0000febe-0000-1000-8000-00805f9b34fb
Name: , Address: 50:ec:58:30:79:3b, manufacturer data: 4c001005111ce522da
Name: , Address: c8:d0:83:c4:98:a0, manufacturer data: 4c00100501103a559b
Name: , Address: df:50:b9:16:94:4c, serviceUUID: 0000feed-0000-1000-8000-00805f9b34fb
Name: , Address: 45:ca:0b:f0:aa:5d, manufacturer data: 4c0010050198065f98, txPower: 24
Name: , Address: 44:27:90:4d:4b:90, manufacturer data: 4c001005331814ad68, txPower: 8
Name: , Address: e6:db:47:19:27:a3
Name: , Address: 79:20:1b:94:4d:ed, manufacturer data: 4c001005019849f293, txPower: 24
Name: , Address: 54:4f:02:8b:db:17, manufacturer data: 4c000c0e00692f9d837c7a864d4a4490c81110057b1cd8f1a1
Name: , Address: f0:c3:47:a5:bb:76, manufacturer data: 4c00121900f5b6b810de271196beb89492cc4046849042ed0391430200
Name: , Address: 43:6c:c1:f9:db:8c, manufacturer data: 4c0010063a1e85360fe1, txPower: 7
Name: , Address: 6a:d4:92:a4:95:e5, manufacturer data: 4c001005131c0251d9
Name: , Address: 75:cc:f1:ed:d5:b7, manufacturer data: 4c0010062a1ecfcca24f, txPower: 7
Name: , Address: 7f:45:0e:95:16:cb, manufacturer data: 4c0010061a1e7de0a243, txPower: 12
Name: , Address: 7b:4c:3a:08:35:8b, manufacturer data: 4c001005031cc363d5
Name: , Address: 45:31:a4:a7:93:d7, manufacturer data: 4c0010050198236eee, txPower: 24
Name: , Address: 48:18:0e:c2:be:b6, manufacturer data: 4c001005131c6d93e7
Name: , Address: 5e:16:80:d3:81:09, manufacturer data: 4c0010051318d857f2
Name: , Address: 74:79:b7:d9:db:13, manufacturer data: 4c001005131c01a719
Name: , Address: 6d:60:76:0c:9e:4b, manufacturer data: 4c0010051318621557
Name: , Address: 45:ca:0b:f0:aa:5d, manufacturer data: 4c0010050198065f98, txPower: 24
Name: , Address: 61:12:5e:1c:6d:3d, manufacturer data: 4c001005131859b756
Name: , Address: 51:ea:54:9d:e6:70, manufacturer data: 4c00100513180d5f23
Name: , Address: 56:ca:9d:d1:45:7f, manufacturer data: 4c001005131c569d05, txPower: 12
Name: , Address: 4e:fd:47:54:8a:91, manufacturer data: 4c001005111842e170
Name: , Address: 44:27:90:4d:4b:90, manufacturer data: 4c001005331814ad68, txPower: 8
Name: , Address: 57:3d:e8:85:18:94, manufacturer data: 4c001006131e415ab56c, txPower: 12
Name: test
Name: , Address: 43:89:a8:5f:fd:62, manufacturer data: 4c00100501980040ed, txPower: 24
Name: , Address: 7e:37:17:27:a5:05, manufacturer data: 4c001006031ea75890c1, txPower: 12
Name: , Address: 77:0d:1e:5b:71:03, manufacturer data: 4c001005071ca806c4
Name: , Address: 43:6c:c1:f9:db:8c, manufacturer data: 4c0010063a1e85360fe1, txPower: 7
Name: , Address: 74:9f:1f:c2:06:bb, manufacturer data: 4c0010051118582fb4
Name: , Address: 7e:8e:4f:64:f2:88, manufacturer data: 4c001005411ce2eae5, txPower: 12
Name: , Address: 60:45:12:76:98:96, manufacturer data: 4c001005031c7a4c58
Name: , Address: 6a:d4:92:a4:95:e5, manufacturer data: 4c001005131c0251d9
Name: , Address: 7e:45:3a:af:38:a1, manufacturer data: 4c0010051a1c299410
Name: , Address: 76:c3:d9:62:ce:f1, manufacturer data: 4c001005131cd082af
Name: , Address: df:50:b9:16:94:4c, serviceUUID: 0000feed-0000-1000-8000-00805f9b34fb
Name: , Address: 62:94:51:97:c3:fa, manufacturer data: 4c00100503180de6ca, txPower: 12
Name: , Address: 5a:2b:d9:28:17:20, manufacturer data: 4c0010064b1e6462b455, txPower: 12
Name: , Address: 40:45:07:7a:83:c9, manufacturer data: 4c00100513188065c1
Name: , Address: 79:20:1b:94:4d:ed, manufacturer data: 4c000c0e00db4083c6a1abd4ee3052f1bfd31005019849f293
Name: , Address: 46:cd:3a:3a:45:4e, manufacturer data: 4c001005031c55c4c0, txPower: 12
Name: , Address: 2c:41:a1:81:42:f2, manufacturer data: 010951127e5dd5d2170cc2b3, serviceUUID: 0000febe-0000-1000-8000-00805f9b34fb, txPower: -10
Name: , Address: 54:4f:02:8b:db:17, manufacturer data: 4c0010053a1cd8f1a1, txPower: 7
Name: , Address: 61:69:9a:3c:7d:88, manufacturer data: 4c0010051a1ca2da26
Name: , Address: 50:ec:58:30:79:3b, manufacturer data: 4c001005111ce522da
Name: , Address: e6:db:47:19:27:a3
Name: , Address: 7f:db:54:2e:22:86, manufacturer data: 4c0010051318044905
Name: , Address: 75:3e:ab:29:a1:e6, manufacturer data: 4c00100501989d87f0
Name: , Address: 56:ca:9d:d1:45:7f, manufacturer data: 4c001005131c569d05, txPower: 12
Name: , Address: 74:79:b7:d9:db:13, manufacturer data: 4c001005131c01a719
Name: , Address: 7e:37:17:27:a5:05, manufacturer data: 4c001006031ea75890c1, txPower: 12
Name: test
Name: , Address: 6a:d4:92:a4:95:e5, manufacturer data: 4c001005131c0251d9
Name: , Address: 7e:8e:4f:64:f2:88, manufacturer data: 4c001005411ce2eae5, txPower: 12
Name: , Address: 74:9f:1f:c2:06:bb, manufacturer data: 4c0010051118582fb4
Name: , Address: 48:18:0e:c2:be:b6, manufacturer data: 4c001005131c6d93e7
Name: , Address: 62:94:51:97:c3:fa, manufacturer data: 4c00100503180de6ca, txPower: 12
Name: , Address: 54:4f:02:8b:db:17, manufacturer data: 4c0010053a1cd8f1a1, txPower: 7
Name: , Address: 7b:4c:3a:08:35:8b, manufacturer data: 4c001005031cc363d5
Name: , Address: 5e:16:80:d3:81:09, manufacturer data: 4c0010051318d857f2
Name: , Address: 2c:41:a1:a2:44:3c, manufacturer data: 010a410086ffa53723, serviceUUID: 0000febe-0000-1000-8000-00805f9b34fb
Name: , Address: 78:ac:8e:3e:48:d7, manufacturer data: 4c0010050a1806fef0
Name: , Address: 76:c3:d9:62:ce:f1, manufacturer data: 4c001005131cd082af
Name: , Address: 60:45:12:76:98:96, manufacturer data: 4c001005031c7a4c58
Name: , Address: 57:3d:e8:85:18:94, manufacturer data: 4c001006131e415ab56c, txPower: 12
Name: , Address: 4e:fd:47:54:8a:91, manufacturer data: 4c001005111842e170
Name: , Address: 7e:45:3a:af:38:a1, manufacturer data: 4c0010051a1c299410
Name: , Address: e6:db:47:19:27:a3
Name: , Address: 75:cc:f1:ed:d5:b7, manufacturer data: 4c0010062a1ecfcca24f, txPower: 7
Name: , Address: 45:ca:0b:f0:aa:5d, manufacturer data: 4c0010050198065f98, txPower: 24
Name: , Address: 63:96:6b:eb:2b:3a, manufacturer data: 4c001006131e5cb6a250, txPower: 12
Name: , Address: 43:6c:c1:f9:db:8c, manufacturer data: 4c0010063a1e85360fe1, txPower: 7
Name: , Address: 2c:41:a1:81:42:f2, manufacturer data: 010951127e5dd5d2170cc2b3, serviceUUID: 0000febe-0000-1000-8000-00805f9b34fb, txPower: -10
Name: , Address: 47:0f:b2:3e:12:b3, manufacturer data: 4c0010063a1ec841f3a2, txPower: 8
Name: , Address: 75:3e:ab:29:a1:e6, manufacturer data: 4c00100501989d87f0
Name: , Address: c0:00:00:01:d8:5c
Name: , Address: 63:b9:91:9c:c0:72, manufacturer data: 4c0010050318c88a91
Name: , Address: 5a:2b:d9:28:17:20, manufacturer data: 4c0010064b1e6462b455, txPower: 12
Name: , Address: 51:40:a1:9a:f7:8f, manufacturer data: 4c0010062a1e8f5a025b, txPower: 7
Name: , Address: 50:ec:58:30:79:3b, manufacturer data: 4c001005111ce522da
Name: , Address: 61:69:9a:3c:7d:88, manufacturer data: 4c0010051a1ca2da26
Name: , Address: e6:db:47:19:27:a3
Name: , Address: 04:52:c7:c0:8e:e9, manufacturer data: 1001400a0101b8c385655ae0, serviceUUID: 0000febe-0000-1000-8000-00805f9b34fb
Name: , Address: 7b:4c:3a:08:35:8b, manufacturer data: 4c001005031cc363d5
Name: , Address: 60:45:12:76:98:96, manufacturer data: 4c001005031c7a4c58
Name: , Address: c0:00:00:01:d8:5c
Name: , Address: 7e:45:3a:af:38:a1, manufacturer data: 4c0010051a1c299410
Name: , Address: 4e:05:bd:c5:97:22, manufacturer data: 4c001005131c2e190b
Name: , Address: 76:c3:d9:62:ce:f1, manufacturer data: 4c001005131cd082af
Name: , Address: 6e:57:2d:72:13:21, manufacturer data: 4c0010050a1870541a
Name: test
Name: , Address: 56:ca:9d:d1:45:7f, manufacturer data: 4c001005131c569d05, txPower: 12
Name: , Address: 48:18:0e:c2:be:b6, manufacturer data: 4c001005131c6d93e7
Name: , Address: 45:ca:0b:f0:aa:5d, manufacturer data: 4c0010050198065f98, txPower: 24
Name: , Address: 74:9f:1f:c2:06:bb, manufacturer data: 4c0010051118582fb4
Name: , Address: 5e:16:80:d3:81:09, manufacturer data: 4c0010051318d857f2
Name: , Address: 7e:37:17:27:a5:05, manufacturer data: 4c001006031ea75890c1, txPower: 12
Name: , Address: 57:3d:e8:85:18:94, manufacturer data: 4c0010065b1e415ab56c, txPower: 12
Name: , Address: 61:69:9a:3c:7d:88, manufacturer data: 4c0010051a1ca2da26
Name: , Address: 43:89:a8:5f:fd:62, manufacturer data: 4c00100501980040ed, txPower: 24
Name: , Address: c8:d0:83:c4:98:a0, manufacturer data: 4c00100501103a559b
Name: , Address: 75:3e:ab:29:a1:e6, manufacturer data: 4c00100501989d87f0
Name: , Address: 51:40:a1:9a:f7:8f, manufacturer data: 4c0010062a1e8f5a025b, txPower: 7
Name: , Address: 63:96:6b:eb:2b:3a, manufacturer data: 4c001006131e5cb6a250, txPower: 12
Name: , Address: 44:27:90:4d:4b:90, manufacturer data: 4c001005331814ad68, txPower: 8
Name: , Address: 46:c6:0a:d7:a6:79, manufacturer data: 4c0010057b1c05cefb, txPower: 7
Name: , Address: 68:94:ea:22:ba:d5, manufacturer data: 4c0010051318f6be54
Name: , Address: 50:ec:58:30:79:3b, manufacturer data: 4c001005111ce522da
Name: , Address: 46:cd:3a:3a:45:4e, manufacturer data: 4c001005031c55c4c0, txPower: 12
Name: , Address: 2c:41:a1:81:42:f2, manufacturer data: 010951127e5dd5d2170cc2b3, serviceUUID: 0000febe-0000-1000-8000-00805f9b34fb, txPower: -10
Name: , Address: 4b:be:02:86:15:91, manufacturer data: 4c0010061a1ecd6b6d63, txPower: 12
Name: , Address: e3:77:8f:b8:15:e3, manufacturer data: 4c00121900a5ea2b247754dc9c005edf296e65b627817771f757d00200
Name: , Address: 43:6c:c1:f9:db:8c, manufacturer data: 4c0010067b1e85360fe1, txPower: 7
Name: , Address: 61:69:9a:3c:7d:88, manufacturer data: 4c0010051a1ca2da26
Name: , Address: 7e:45:3a:af:38:a1, manufacturer data: 4c0010051a1c299410
Name: , Address: 7b:4c:3a:08:35:8b, manufacturer data: 4c001005031cc363d5
Name: , Address: 7e:37:17:27:a5:05, manufacturer data: 4c001006031ea75890c1, txPower: 12
Name: , Address: 60:45:12:76:98:96, manufacturer data: 4c001005031c7a4c58
Name: , Address: 57:3d:e8:85:18:94, manufacturer data: 4c0010065b1e415ab564, txPower: 12
Name: , Address: 68:94:ea:22:ba:d5, manufacturer data: 4c0010051318f6be54
Name: , Address: 56:ca:9d:d1:45:7f, manufacturer data: 4c001005131c569d05, txPower: 12
Name: , Address: 63:96:6b:eb:2b:3a, manufacturer data: 4c001006131e5cb6a250, txPower: 12
Name: test
Name: , Address: 46:cd:3a:3a:45:4e, manufacturer data: 4c001005031c55c4c0, txPower: 12
Name: , Address: 4a:17:4f:2a:71:b3, manufacturer data: 4c00100501183afd02
Name: , Address: 2c:41:a1:81:42:f2, manufacturer data: 010951127e5dd5d2170cc2b3, serviceUUID: 0000febe-0000-1000-8000-00805f9b34fb, txPower: -10
Name: , Address: 46:c6:0a:d7:a6:79, manufacturer data: 4c000c0e006c2f72420f89be604cfef1276f10057b1c05cefb
Name: , Address: c0:00:00:01:d8:5c
Name: , Address: 5e:16:80:d3:81:09, manufacturer data: 4c0010051318d857f2
Name: , Address: e6:db:47:19:27:a3
Name: , Address: 75:3e:ab:29:a1:e6, manufacturer data: 4c00100501989d87f0
Name: , Address: 2c:41:a1:a2:44:3c, manufacturer data: 010a410086ffa53723, serviceUUID: 0000febe-0000-1000-8000-00805f9b34fb
Name: , Address: 48:18:0e:c2:be:b6, manufacturer data: 4c001005131c6d93e7
Name: , Address: 04:52:c7:c0:8e:e9, manufacturer data: 1001400a0101b8c385655ae0, serviceUUID: 0000febe-0000-1000-8000-00805f9b34fb
Name: , Address: 51:40:a1:9a:f7:8f, manufacturer data: 4c0010062a1e8f5a025b, txPower: 7
Name: , Address: 71:93:58:06:4f:89, manufacturer data: 4c001005031ce7c1af, txPower: 12
Name: , Address: 7e:8e:4f:64:f2:88, manufacturer data: 4c001005411ce2eae5, txPower: 12
Name: , Address: 4e:05:bd:c5:97:22, manufacturer data: 4c001005131c2e190b
Name: , Address: 79:2b:14:87:6d:b2, manufacturer data: 4c001005011840b4b1, txPower: 24
Name: , Address: 76:c3:d9:62:ce:f1, manufacturer data: 4c001005131cd082af
Name: , Address: 48:80:f0:b5:15:14, manufacturer data: 4c001005019868fb83
Name: , Address: 4d:72:10:61:dc:2b, manufacturer data: 4c001005111c2715de
Name: , Address: 4b:be:02:86:15:91, manufacturer data: 4c0010061a1ecd6b6d63, txPower: 12
Name: , Address: 4a:80:e9:b0:cf:e9, manufacturer data: 4c001005019801b44b, txPower: 24
Name: , Address: 44:27:90:4d:4b:90, manufacturer data: 4c001005331814ad68, txPower: 8
Name: , Address: 7e:37:17:27:a5:05, manufacturer data: 4c001006031ea75890c1, txPower: 12
Name: , Address: 7b:4c:3a:08:35:8b, manufacturer data: 4c001005031cc363d5
Name: , Address: 48:18:0e:c2:be:b6, manufacturer data: 4c001005131c6d93e7
Name: test
Name: , Address: 4a:80:e9:b0:cf:e9, manufacturer data: 4c001005019801b44b, txPower: 24
Name: , Address: 56:ca:9d:d1:45:7f, manufacturer data: 4c001005131c569d05, txPower: 12
Name: , Address: 48:80:f0:b5:15:14, manufacturer data: 4c001005019868fb83
Name: , Address: 76:c3:d9:62:ce:f1, manufacturer data: 4c001005131cd082af
Name: , Address: 75:3e:ab:29:a1:e6, manufacturer data: 4c00100501989d87f0
Name: , Address: 4b:be:02:86:15:91, manufacturer data: 4c0010061a1ecd6b6d63, txPower: 12
Name: , Address: 44:27:90:4d:4b:90, manufacturer data: 4c001005331814ad68, txPower: 8
Name: , Address: 5e:16:80:d3:81:09, manufacturer data: 4c0010051318d857f2
